"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu04",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_roadNet_fifo_new04.csv 1",,,,"Date:","16 Dec 2025 17:09:41 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
16-12 17:14:11,0.250,0,99.374,0,0,254040,6645340,34184,485352,60.075,346.431,0,0
16-12 17:14:12,0.500,0.500,99.754,0,0,254040,6645340,34184,485352,60.003,338.015,0,0
16-12 17:14:13,0.250,0,98.995,0,0,254040,6645340,34184,485352,221.990,487.977,0,0
16-12 17:14:14,0,0,99.740,0,0,254040,6645340,34184,485352,59.994,337.968,0,0
16-12 17:14:15,0,0.250,99.221,0,0,254040,6645340,34184,485352,59.983,337.902,0,0
16-12 17:14:16,0.250,0,99.037,0,0,254040,6645340,34192,485344,60.022,338.127,0,12.004
16-12 17:14:17,0.250,0,99.504,0,0,254040,6645340,34192,485344,120.005,1510.066,0,0
16-12 17:14:18,0,0.250,99.502,0,0,254032,6645340,34192,485352,102.002,380.006,0,0
16-12 17:14:19,0.250,0,99.499,0,0,254032,6645340,34192,485352,59.999,337.997,0,0
16-12 17:14:20,0.250,0,99.414,0,0,254032,6645340,34192,485352,59.948,337.706,0,0
16-12 17:14:21,0.250,0,99.586,0,0,254032,6645340,34192,485352,60.052,338.291,0,0
16-12 17:14:22,0,0.250,99.004,0.250,0,254024,6645340,34200,485352,60.002,338.014,0,12.000
16-12 17:14:23,0.250,0,99.750,0,0,254024,6645340,34200,485352,102.000,388.000,0,0
16-12 17:14:24,0.250,0.250,98.996,0,0,254024,6645340,34200,485352,59.998,337.986,0,4.000
16-12 17:14:25,0,0,99.677,0,0,254024,6645340,34200,485352,133.902,399.706,0,3.997
16-12 17:14:26,0.500,0.250,99.501,0,0,254024,6645340,34200,485352,60.001,346.005,0,0
16-12 17:14:27,0.250,0,99.324,0,0,254024,6645340,34200,485352,60.045,338.253,0,0
16-12 17:14:28,0.250,0,99.249,0,0,254016,6645340,34208,485352,101.999,379.996,0,12.000
16-12 17:14:29,0,0.250,99.246,0,0,254016,6645340,34208,485352,59.997,345.986,0,0
16-12 17:14:30,0,0.250,99.609,0,0,254012,6645340,34208,485356,59.915,337.522,0,3.994
16-12 17:14:31,0.501,0,98.893,0,0,254012,6645340,34208,485356,60.087,346.502,0,0
16-12 17:14:32,0.250,0,99.501,0,0,254012,6645340,34208,485356,134.002,936.011,0,0
16-12 17:14:33,0,0,99.251,0,0,254012,6645340,34208,485356,310.003,542.005,0,0
16-12 17:14:34,0.250,0,99.749,0,0,254004,6645340,34216,485356,60.000,337.998,0,16.000
16-12 17:14:35,0,0,98.888,0,0,254004,6645340,34216,485356,59.932,345.609,0,0
16-12 17:14:36,0.250,0.250,99.612,0,0,254004,6645340,34216,485356,90.101,392.440,0,0
16-12 17:14:37,0,0.250,99.250,0,0,254004,6645340,34216,485356,60.000,337.998,0,8.000
16-12 17:14:38,0.750,0.250,98.968,0,0,254004,6645340,34216,485356,175.942,441.855,0,0
16-12 17:14:39,0,0.249,99.250,0,0,254004,6645340,34216,485356,59.699,336.305,0,0
16-12 17:14:40,0.251,0,98.712,0,0,253996,6645340,34224,485356,60.282,339.589,0,44.207
16-12 17:14:41,0.751,0,99.068,0,0,253996,6645340,34224,485356,60.041,346.238,0,0
16-12 17:14:42,0,0,98.970,0,0,253996,6645340,34224,485356,253.923,499.849,0,0
16-12 17:14:43,0.750,0,99.213,0,0,253996,6645340,34224,485356,59.978,337.874,0,0
16-12 17:14:44,0,0.250,99.034,0,0,253996,6645340,34224,485356,102.035,380.130,0,0
16-12 17:14:45,0,0.250,99.657,0,0,253996,6645340,34224,485356,59.944,337.684,0,0
16-12 17:14:46,0.250,0.250,99.111,0.250,0,253988,6645340,34232,485356,252.282,500.559,0,12.013
16-12 17:14:47,0.250,0,98.985,0,0,253988,6645340,34232,485356,59.991,345.947,0,0
16-12 17:14:48,0.500,0.250,99.491,0,0,253988,6645340,34232,485356,191.983,445.961,0,0
16-12 17:14:49,0.250,0,98.951,0,0,253988,6645340,34232,485356,167.917,433.786,0,0
16-12 17:14:50,0,0.250,98.941,0,0,253988,6645340,34232,485356,207.876,445.735,0,0
16-12 17:14:51,1.002,0,99.149,0,0,253988,6645340,34232,485356,60.090,338.509,0,0
16-12 17:14:52,0,0.250,99.383,0,0,253980,6645340,34240,485356,183.783,397.531,0,11.986
16-12 17:14:53,0.250,0.250,99.612,0,0,253980,6645340,34240,485356,60.067,346.388,0,0
16-12 17:14:54,0.500,0,98.715,0,0,253948,6645340,34240,485388,161.943,433.846,0,0
16-12 17:14:55,0.250,0.250,99.095,0,0,253948,6645340,34240,485388,59.906,337.472,0,0
16-12 17:14:56,0,0,99.164,0,0,253948,6645340,34240,485388,889.468,1148.896,0,0
16-12 17:14:57,0.250,0,99.032,0,0,253948,6645340,34240,485388,60.019,338.108,0,0
16-12 17:14:58,0.250,0,98.972,0,0,253948,6645340,34240,485388,59.983,337.906,0,0
16-12 17:14:59,0.499,0,99.631,0,0,253940,6645340,34248,485388,161.806,433.481,0,55.933
16-12 17:15:00,0.499,0.250,98.850,0,0,253940,6645340,34248,485388,59.909,345.477,0,0
16-12 17:15:01,0.502,0,99.048,0,0,253940,6645340,34248,485388,60.181,876.635,0,4.012
16-12 17:15:02,0,0.750,99.000,0,0,254928,6644332,34264,485388,60.000,346.000,0,224.000
16-12 17:15:03,0.500,0,99.251,0,0,254928,6644332,34264,485388,60.000,346.002,0,0
16-12 17:15:04,0.250,0,99.251,0,0,254928,6644332,34264,485388,102.001,380.004,0,0
16-12 17:15:05,0,0,99.245,0,0,254928,6644332,34264,485388,59.997,337.982,0,0
16-12 17:15:06,0,0,99.501,0,0,254928,6644332,34264,485388,60.001,338.004,0,0
16-12 17:15:07,0.250,0,99.746,0,0,254928,6644332,34264,485388,119.996,391.986,0,8.000
16-12 17:15:08,0,0,99.244,0,0,254920,6644332,34272,485388,133.991,399.974,0,15.999
16-12 17:15:09,0.250,0,99.249,0,0,254920,6644332,34272,485388,167.998,441.994,0,0
16-12 17:15:10,0.249,0.249,98.985,0,0,254920,6644332,34272,485388,59.840,337.098,0,0
16-12 17:15:11,0.501,0,99.273,0,0,254920,6644332,34272,485388,60.165,338.932,0,0
16-12 17:15:12,0,0,99.248,0,0,254924,6644332,34272,485388,59.999,337.994,0,0
16-12 17:15:13,0.250,0,99.004,0,0,254924,6644332,34272,485388,60.003,338.014,0,0
16-12 17:15:14,0,0.500,99.747,0,0,254916,6644332,34280,485388,101.997,379.989,0,12.000
16-12 17:15:15,0.250,0.250,99.248,0,0,254916,6644332,34280,485388,119.997,399.991,0,0
16-12 17:15:16,0.250,0,99.247,0,0,254916,6644332,34280,485388,125.996,391.989,0,0
16-12 17:15:17,0.250,0,99.759,0,0,254916,6644332,34280,485388,60.005,338.030,0,52.005
16-12 17:15:18,0.250,0.250,98.996,0,0,254916,6644332,34280,485388,119.995,1509.942,0,0
16-12 17:15:19,0,0,99.501,0,0,254916,6644332,34280,485388,102.001,380.005,0,0
16-12 17:15:20,0,0,99.127,0,0,254904,6644332,34288,485392,125.527,390.529,0,11.955
16-12 17:15:21,0.251,0.251,99.875,0,0,254904,6644332,34288,485392,60.226,347.305,0,0
16-12 17:15:22,0.250,0.250,99.003,0,0,254904,6644332,34288,485392,60.002,338.011,0,0
16-12 17:15:23,0.250,0,99.495,0,0,254904,6644332,34288,485392,59.997,337.983,0,0
16-12 17:15:24,0,0,99.496,0,0,254904,6644332,34288,485392,119.995,391.984,0,0
16-12 17:15:25,0,0,99.255,0,0,254904,6644332,34288,485392,162.008,380.018,0,0
16-12 17:15:26,0.750,0,99.251,0,0,254904,6644332,34296,485384,126.001,392.002,0,12.000
16-12 17:15:27,0,0,99.754,0,0,254896,6644332,34296,485392,60.002,346.013,0,4.000
16-12 17:15:28,0,0.250,99.245,0,0,254896,6644332,34296,485392,59.997,345.983,0,0
16-12 17:15:29,0,0.250,99.504,0,0,254896,6644332,34296,485392,120.005,392.015,0,0
16-12 17:15:30,0.250,0,99.243,0,0,254896,6644332,34296,485392,101.993,915.939,0,0
16-12 17:15:31,0.750,0,99.258,0,0,254896,6644332,34296,485392,60.005,338.027,0,0
16-12 17:15:32,0.250,0,99.246,0,0,254888,6644332,34304,485392,119.995,391.984,0,15.999
16-12 17:15:33,0,0,99.254,0,0,254888,6644332,34304,485392,126.004,400.014,0,0
16-12 17:15:34,0,0.250,99.749,0,0,254888,6644332,34304,485392,59.999,337.997,0,0
16-12 17:15:35,0,0,99.253,0,0,254888,6644332,34304,485392,102.003,380.013,0,0
16-12 17:15:36,0.250,0,99.741,0,0,254888,6644332,34304,485392,183.984,397.966,0,0
16-12 17:15:37,0.500,0,99.251,0,0,254888,6644332,34304,485392,180.002,392.004,0,0
16-12 17:15:38,0,0,99.249,0,0,254880,6644332,34312,485392,245.998,445.996,0,16.000
16-12 17:15:39,0.250,0,99.502,0,0,254880,6644332,34312,485392,60.001,346.005,0,0
16-12 17:15:40,0.250,0,99.249,0,0,254876,6644332,34316,485392,167.998,433.996,0,8.000
16-12 17:15:41,0.250,0.500,99.493,0,0,254876,6644332,34316,485392,59.995,345.974,0,0
16-12 17:15:42,0.250,0,99.008,0,0,254876,6644332,34316,485392,60.005,338.026,0,0
16-12 17:15:43,0,0,99.505,0,0,254876,6644332,34316,485392,60.003,338.017,0,4.000
16-12 17:15:44,0,0.250,99.501,0,0,254868,6644332,34324,485392,120.001,400.003,0,28.000
16-12 17:15:45,0.250,0,99.244,0,0,254868,6644332,34324,485392,227.986,495.970,0,0
16-12 17:15:46,0.250,0,99.750,0,0,254868,6644332,34324,485392,60.000,337.999,0,0
16-12 17:15:47,0.500,0,99.005,0,0,254868,6644332,34324,485392,60.003,338.018,0,0
16-12 17:15:48,0,0.250,99.745,0,0,254868,6644332,34324,485392,59.997,337.981,0,0
16-12 17:15:49,0,0,99.251,0,0,254868,6644332,34324,485392,60.001,338.004,0,16.000
16-12 17:15:50,0.250,0,99.506,0.250,0,254860,6644332,34332,485392,102.006,388.023,0,12.001
16-12 17:15:51,0,0.500,99.492,0,0,254860,6644332,34332,485392,133.989,399.967,0,0
16-12 17:15:52,0.500,0,99.003,0,0,254860,6644332,34332,485392,1017.034,1244.041,0,0
16-12 17:15:53,0,0,99.748,0,0,254860,6644332,34332,485392,59.999,337.995,0,0
16-12 17:15:54,0.500,0,99.253,0,0,254828,6644332,34332,485424,120.003,392.010,0,0
16-12 17:15:55,0,0.250,99.254,0,0,254820,6644332,34340,485424,102.004,380.014,0,24.001
16-12 17:15:56,0.500,0,98.993,0,0,254820,6644332,34340,485424,59.996,345.975,0,0
16-12 17:15:57,0,0.250,99.753,0,0,254820,6644332,34340,485424,60.002,338.009,0,0
16-12 17:15:58,0,0,99.253,0,0,254820,6644332,34340,485424,60.002,338.011,0,0
16-12 17:15:59,0.499,0.249,99.029,0,0,254820,6644332,34340,485424,59.867,872.058,0,35.920
16-12 17:16:00,0.750,0.250,98.710,0,0,254820,6644332,34340,485424,185.924,453.815,0,7.997
16-12 17:16:01,0.251,0,98.495,0,0,254812,6644332,34348,485424,102.255,388.968,0,28.070
16-12 17:16:02,0.500,0,99.509,0,0,254812,6644332,34348,485424,60.005,346.031,0,0
16-12 17:16:03,0,0,99.256,0,0,254812,6644332,34348,485424,186.012,446.029,0,0
16-12 17:16:04,0.250,0,99.495,0,0,254812,6644332,34348,485424,125.993,675.963,0,4.000
16-12 17:16:05,0,0,99.500,0,0,254812,6644332,34348,485424,60.000,345.998,0,0
16-12 17:16:06,0,0,99.001,0,0,254812,6644332,34348,485424,168.002,434.005,0,16.000
16-12 17:16:07,0.250,0.250,99.462,0,0,254804,6644332,34356,485424,59.977,345.869,0,15.994
16-12 17:16:08,0.250,0.500,99.542,0,0,254804,6644332,34356,485424,60.025,346.145,0,0
16-12 17:16:09,0.250,0,99.157,0,0,254800,6644332,34356,485428,59.944,337.683,0,0
16-12 17:16:10,0.250,0.250,99.589,0,0,254800,6644332,34356,485428,60.054,338.304,0,0
16-12 17:16:11,0.750,0,99.004,0,0,254800,6644332,34356,485428,168.007,434.018,0,8.000
16-12 17:16:12,0,0,99.746,0,0,254800,6644332,34356,485428,59.998,345.986,0,4.000
16-12 17:16:13,0,0,98.999,0,0,254800,6644332,34364,485420,59.999,345.996,0,24.000
16-12 17:16:14,0,0,99.750,0,0,254792,6644332,34364,485428,60.000,346.000,0,0
16-12 17:16:15,0,0.250,98.983,0,0,254792,6644332,34364,485428,59.989,337.940,0,0
16-12 17:16:16,0.750,0,99.272,0,0,254792,6644332,34364,485428,222.050,434.098,0,0
16-12 17:16:17,0,0.250,99.237,0,0,254792,6644332,34364,485428,125.984,391.949,0,0
16-12 17:16:18,0,0.250,99.759,0,0,254792,6644332,34364,485428,186.016,1528.135,0,0
16-12 17:16:19,0,0,99.005,0,0,254784,6644332,34372,485428,180.009,446.022,0,24.001
16-12 17:16:20,0.500,0.250,99.746,0,0,254784,6644332,34372,485428,257.989,459.980,0,0
16-12 17:16:21,0.500,0,99.252,0,0,254784,6644332,34372,485428,60.001,338.007,0,0
16-12 17:16:22,0,0,99.253,0,0,254784,6644332,34372,485428,176.005,434.012,0,0
16-12 17:16:23,0,0,99.501,0,0,254784,6644332,34372,485428,60.001,338.004,0,4.000
16-12 17:16:24,0,0,99.482,0,0,254784,6644332,34372,485428,125.977,399.926,0,3.999
16-12 17:16:25,0,0,99.391,0.250,0,254784,6644332,34380,485420,59.934,345.619,0,11.987
16-12 17:16:26,1.001,0.751,99.356,0,0,254776,6644332,34380,485428,60.064,346.369,0,0
16-12 17:16:27,0,0,99.479,0,0,254776,6644332,34380,485428,101.978,379.919,0,0
16-12 17:16:28,0,0,99.473,0,0,254776,6644332,34380,485428,59.984,971.736,0,0
16-12 17:16:29,0,0,99.049,0,0,254776,6644332,34380,485428,60.030,338.167,0,0
16-12 17:16:30,0,0,99.737,0,0,254772,6644332,34388,485424,179.977,391.950,0,11.998
16-12 17:16:31,0.500,0,99.017,0,0,254768,6644332,34388,485428,60.010,346.060,0,0
16-12 17:16:32,0.500,0,98.999,0,0,254768,6644332,34388,485428,179.997,391.994,0,0
16-12 17:16:33,0,0.250,99.997,0,0,254768,6644332,34388,485428,101.997,379.988,0,0
16-12 17:16:34,0.247,0.247,97.717,0,0,254768,6644332,34388,485428,177.666,440.218,0,0
16-12 17:16:35,0.253,0,100.749,0,0,254768,6644332,34388,485428,188.335,396.921,0,4.050
16-12 17:16:36,0,0,99.327,0,0,254760,6644332,34396,485428,60.047,346.268,0,12.009
16-12 17:16:37,0.250,0.250,99.262,0,0,254760,6644332,34396,485428,60.007,346.041,0,0
16-12 17:16:38,0.250,0,99.743,0,0,254760,6644332,34396,485428,101.993,379.974,0,0
16-12 17:16:39,0,0.250,99.256,0,0,254760,6644332,34396,485428,126.007,392.022,0,0
16-12 17:16:40,0.250,0,99.307,0,0,254760,6644332,34396,485428,59.883,337.343,0,0
16-12 17:16:41,0.250,0,99.194,0,0,254760,6644332,34396,485428,60.118,338.663,0,0
16-12 17:16:42,0.250,0,99.749,0,0,254752,6644332,34404,485428,59.999,337.997,0,16.000
16-12 17:16:43,0,0,99.252,0,0,254752,6644332,34404,485428,102.002,388.006,0,4.000
16-12 17:16:44,0,0,99.254,0,0,254752,6644332,34404,485428,134.006,400.017,0,0
16-12 17:16:45,0,0,99.564,0,0,254752,6644332,34404,485428,59.888,337.371,0,0
16-12 17:16:46,0.751,0,99.173,0,0,254752,6644332,34404,485428,60.105,338.590,0,0
16-12 17:16:47,0,0,99.763,0,0,254752,6644332,34412,485420,60.008,338.045,0,20.003
16-12 17:16:48,0.250,0.250,99.249,0,0,254744,6644332,34412,485428,167.998,441.994,0,0
16-12 17:16:49,0,0,99.745,0,0,254744,6644332,34412,485428,59.997,337.982,0,0
16-12 17:16:50,0,0,98.815,0,0,254744,6644332,34412,485428,951.219,1144.857,0,0
16-12 17:16:51,0.501,0.250,99.442,0,0,254744,6644332,34412,485428,60.116,338.654,0,0
16-12 17:16:52,0.250,0.250,99.490,0,0,254744,6644332,34412,485428,59.994,337.965,0,0
16-12 17:16:53,0,0,99.500,0,0,254736,6644332,34420,485428,162.000,433.999,0,16.000
16-12 17:16:54,0.500,0.250,99.255,0,0,254704,6644332,34420,485460,60.003,346.018,0,0
16-12 17:16:55,0,0,99.108,0,0,254704,6644332,34420,485460,59.914,337.515,0,0
16-12 17:16:56,0.250,0,99.392,0,0,254704,6644332,34420,485460,60.086,338.484,0,0
16-12 17:16:57,0,0,99.499,0,0,254704,6644332,34420,485460,60.000,873.995,0,0
16-12 17:16:58,0.500,0,99.250,0,0,254704,6644332,34420,485460,102.000,380.001,0,4.000
16-12 17:16:59,0,0,99.500,0,0,254704,6644332,34428,485452,60.000,346.001,0,20.000
16-12 17:17:00,0,0.498,99.158,0,0,254692,6644332,34428,485464,59.794,344.810,0,0
16-12 17:17:01,0.501,0,98.945,0,0,254692,6644332,34428,485464,60.118,338.666,0,0
16-12 17:17:02,0.501,0.250,98.640,0.250,0,254692,6644332,34436,485456,120.171,392.557,0,36.051
16-12 17:17:03,0,0.250,99.761,0,0,254692,6644332,34436,485456,60.007,346.039,0,0
16-12 17:17:04,0.250,0,99.246,0,0,254684,6644332,34436,485464,225.991,439.983,0,8.000
16-12 17:17:05,0.250,0,99.158,0,0,254684,6644332,34436,485464,59.945,345.681,0,0
16-12 17:17:06,0.500,0.250,99.332,0,0,254684,6644332,34436,485464,60.050,338.279,0,0
16-12 17:17:07,0,0,99.514,0.250,0,249156,6649860,34436,485464,60.009,338.049,0,180.026
16-12 17:17:08,0.250,0,99.240,0,0,249148,6649860,34444,485464,119.988,399.959,0,43.995
16-12 17:17:09,0.250,0,99.501,0,0,249148,6649860,34444,485464,102.001,388.005,0,0
16-12 17:17:10,0,0.250,99.345,0,0,249148,6649860,34444,485464,119.813,391.389,0,0
16-12 17:17:11,0.250,0.250,99.155,0,0,249148,6649860,34444,485464,60.094,338.528,0,0
16-12 17:17:12,0,0,99.737,0,0,249148,6649860,34444,485464,59.992,337.956,0,0
16-12 17:17:13,0.250,0,99.517,0,0,249148,6649860,34444,485464,60.010,338.059,0,32.006
16-12 17:17:14,0.250,0.250,99.250,0,0,249140,6649860,34452,485464,60.000,345.999,0,20.000
16-12 17:17:15,0,0.250,99.337,0,0,249140,6649860,34452,485464,101.832,387.362,0,0
16-12 17:17:16,0.501,0,99.156,0,0,249140,6649860,34452,485464,120.189,392.618,0,0
16-12 17:17:17,0.247,0,98.475,0,0,249140,6649860,34452,485464,118.467,386.991,0,0
16-12 17:17:18,0,0,100.230,0,0,249140,6649860,34452,485464,182.236,1546.979,0,0
16-12 17:17:19,0.750,0.250,98.777,0,0,249140,6649860,34452,485464,60.017,338.094,0,0
16-12 17:17:20,0,0,99.090,0,0,249132,6649860,34460,485464,59.903,337.456,0,23.961
16-12 17:17:21,0.251,0.501,99.462,0,0,249132,6649860,34460,485464,102.218,388.829,0,4.009
16-12 17:17:22,0.500,0,99.496,0,0,249132,6649860,34460,485464,59.997,345.986,0,0
16-12 17:17:23,0.250,0,99.004,0,0,249132,6649860,34460,485464,60.002,338.014,0,0
16-12 17:17:24,0.250,0,99.996,0,0,249132,6649860,34460,485464,59.998,337.986,0,0
16-12 17:17:25,0,0.249,98.797,0,0,249132,6649860,34460,485464,119.754,391.195,0,51.893
16-12 17:17:26,0.251,0,99.454,0,0,249132,6649860,34460,485464,102.209,925.897,0,0
16-12 17:17:27,0,0.250,99.499,0,0,249376,6649608,34468,485464,59.999,337.995,0,28.000
16-12 17:17:28,0.500,0,99.494,0,0,249376,6649608,34468,485464,59.996,345.978,0,0
16-12 17:17:29,0.500,0,99.507,0,0,249376,6649608,34468,485464,120.009,392.029,0,0
16-12 17:17:30,0,0,99.343,0,0,249376,6649608,34468,485464,119.811,391.383,0,0
16-12 17:17:31,0,0.250,99.157,0,0,249376,6649608,34468,485464,102.162,380.604,0,0
16-12 17:17:32,0.250,0,99.253,0,0,249376,6649608,34468,485464,60.002,338.011,0,16.001
16-12 17:17:33,0,0,98.316,0,0,249368,6649608,34476,485464,118.572,395.241,0,11.857
16-12 17:17:34,0.253,0.253,100.706,0,0,249620,6649356,34476,485464,60.728,350.195,0,0
16-12 17:17:35,0,0,99.127,0,0,249620,6649356,34476,485464,59.926,337.581,0,0
16-12 17:17:36,0.250,0,99.622,0,0,249620,6649356,34476,485464,162.199,434.534,0,0
16-12 17:17:37,0.250,0,99.253,0,0,249620,6649356,34476,485464,120.004,338.011,0,4.000
16-12 17:17:38,0.500,0.250,99.751,0,0,249620,6649356,34476,485464,60.000,346.002,0,0
16-12 17:17:39,0,0,99.249,0,0,249620,6649356,34484,485456,119.999,391.997,0,16.000
16-12 17:17:40,0,0,99.641,0,0,249612,6649356,34484,485464,59.934,345.622,0,0
16-12 17:17:41,0.250,0,99.357,0,0,249612,6649356,34484,485464,132.143,434.469,0,0
16-12 17:17:42,0,0.250,99.251,0,0,249612,6649356,34484,485464,60.001,338.004,0,0
16-12 17:17:43,0,0,99.255,0,0,249612,6649356,34484,485464,60.003,338.017,0,0
16-12 17:17:44,0.500,0,99.495,0,0,249612,6649356,34484,485464,59.997,337.984,0,0
16-12 17:17:45,0,0.250,99.665,0,0,249612,6649356,34492,485456,59.949,337.711,0,19.983
16-12 17:17:46,0,0,99.084,0,0,249604,6649356,34492,485464,162.138,442.376,0,4.003
16-12 17:17:47,0.250,0,99.750,0,0,249604,6649356,34492,485464,60.000,346.001,0,0
16-12 17:17:48,0.250,0,98.998,0,0,249600,6649356,34492,485468,243.996,451.992,0,0
16-12 17:17:49,0.500,0.250,100.001,0,0,249600,6649356,34492,485468,246.002,446.003,0,0
16-12 17:17:50,0.250,0.250,98.587,0,0,249600,6649356,34492,485468,59.901,337.441,0,0
16-12 17:17:51,0,0,99.420,0,0,249600,6649356,34500,485460,126.216,392.671,0,12.021
16-12 17:17:52,0,0,99.751,0,0,249592,6649356,34500,485468,102.001,388.005,0,0
16-12 17:17:53,1.000,0,98.243,0,0,249588,6649356,34500,485472,12226.125,3964.716,0,0
16-12 17:17:54,0.250,0.250,99.252,0,0,250056,6648852,34500,485508,120.002,392.007,0,0
16-12 17:17:55,0.250,0,99.602,0,0,250056,6648852,34500,485508,59.911,970.560,0,0
16-12 17:17:56,0,0.250,99.147,0,0,250056,6648852,34500,485508,120.179,392.583,0,0
16-12 17:17:57,0.250,0,99.250,0,0,250044,6648852,34508,485508,60.000,338.000,0,28.000
16-12 17:17:58,0,0.500,99.492,0,0,250044,6648852,34508,485508,101.992,387.969,0,0
16-12 17:17:59,0.748,0,98.795,0,0,250044,6648852,34508,485508,179.626,453.058,0,47.900
16-12 17:18:00,0.750,0,98.506,0,0,250044,6648852,34508,485508,60.004,404.026,0,0
16-12 17:18:01,0.501,0.501,98.703,0,0,250044,6648852,34508,485508,180.372,392.810,0,0
16-12 17:18:02,0.250,0,99.508,0,0,250044,6648852,34508,485508,60.005,396.030,0,12.001
16-12 17:18:03,0.250,0,99.251,0,0,250036,6648852,34516,485508,102.001,388.003,0,28.000
16-12 17:18:04,0,0.250,99.243,0,0,250036,6648852,34516,485508,59.996,345.975,0,0
16-12 17:18:05,0.499,0.250,99.329,0,0,250036,6648852,34516,485508,59.897,337.419,0,0
16-12 17:18:06,0,0,99.679,0,0,250036,6648852,34516,485508,60.108,338.610,0,0
16-12 17:18:07,0,0,99.250,0,0,250036,6648852,34516,485508,60.000,338.001,0,0
16-12 17:18:08,0.250,0,99.495,0,0,250036,6648852,34516,485508,59.997,337.983,0,0
16-12 17:18:09,0.500,0.250,99.254,0,0,250028,6648852,34524,485508,162.007,434.019,0,16.001
16-12 17:18:10,0,0,99.339,0,0,250028,6648852,34524,485508,179.708,453.264,0,0
16-12 17:18:11,0.501,0.250,99.163,0,0,250028,6648852,34524,485508,60.098,338.555,0,0
16-12 17:18:12,0,0.250,99.497,0,0,250028,6648852,34524,485508,119.997,391.989,0,0
16-12 17:18:13,0,0,99.251,0,0,250028,6648852,34524,485508,60.001,338.003,0,0
16-12 17:18:14,0.500,0.250,99.500,0,0,250020,6648852,34532,485508,168.000,434.000,0,16.000
16-12 17:18:15,0,0.250,99.372,0,0,250020,6648852,34532,485508,59.923,345.555,0,0
16-12 17:18:16,0.250,0,99.128,0,0,250020,6648852,34532,485508,126.162,392.505,0,0
16-12 17:18:17,0,0,99.500,0,0,250020,6648852,34532,485508,120.000,392.001,0,8.000
16-12 17:18:18,0.250,0,99.499,0,0,250020,6648852,34532,485508,119.999,1337.990,0,0
16-12 17:18:19,0.500,0.250,99.492,0,0,250020,6648852,34532,485508,161.987,433.966,0,0
16-12 17:18:20,0.250,0,99.253,0,0,250008,6648852,34540,485508,120.003,392.011,0,24.001
16-12 17:18:21,0.250,0,99.248,0,0,250008,6648852,34540,485508,179.996,399.991,0,0
16-12 17:18:22,0,0,99.502,0,0,250008,6648852,34540,485508,60.001,338.008,0,0
16-12 17:18:23,0,0,99.499,0,0,250008,6648852,34540,485508,59.999,337.997,0,0
16-12 17:18:24,0.250,0.500,99.001,0,0,250008,6648852,34540,485508,162.002,1068.015,0,12.000
16-12 17:18:25,0.250,0,99.375,0,0,250008,6648852,34540,485508,59.925,345.566,0,0
16-12 17:18:26,0.500,0.250,99.328,0.250,0,250000,6648852,34548,485508,126.099,392.308,0,28.022
16-12 17:18:27,0.250,0,99.051,0,0,250000,6648852,34548,485508,60.031,346.177,0,0
16-12 17:18:28,0,0,99.747,0,0,250000,6648852,34548,485508,59.998,337.990,0,0
16-12 17:18:29,0.750,0,98.998,0,0,250000,6648852,34548,485508,59.999,337.993,0,0
16-12 17:18:30,0.250,0.250,99.639,0,0,250000,6648852,34548,485508,101.887,379.578,0,0
16-12 17:18:31,0.500,0,98.836,0,0,250000,6648852,34548,485508,60.052,338.294,0,0
16-12 17:18:32,0,0.250,99.517,0,0,249992,6648852,34556,485508,184.032,398.070,0,16.003
16-12 17:18:33,0,0,99.257,0,0,249992,6648852,34556,485508,60.004,346.024,0,36.003
16-12 17:18:34,0.250,0,99.501,0,0,249992,6648852,34556,485508,60.001,346.005,0,0
16-12 17:18:35,0.500,0,99.415,0,0,249992,6648852,34556,485508,101.913,379.675,0,0
16-12 17:18:36,0,0.500,99.084,0,0,249992,6648852,34556,485508,126.107,392.334,0,0
16-12 17:18:37,0.250,0,100.004,0,0,249992,6648852,34556,485508,126.006,392.017,0,0
16-12 17:18:38,0.250,0,98.995,0,0,249980,6648852,34564,485512,59.997,337.984,0,11.999
16-12 17:18:39,0,0,99.505,0,0,249980,6648852,34564,485512,60.003,346.018,0,0
16-12 17:18:40,0.250,0,99.416,0,0,249980,6648852,34564,485512,59.949,337.714,0,3.997
16-12 17:18:41,0.250,0,99.328,0,0,249980,6648852,34564,485512,102.080,388.306,0,0
16-12 17:18:42,0,0.250,99.499,0,0,249980,6648852,34564,485512,59.999,337.995,0,0
16-12 17:18:43,0.500,0.250,99.254,0,0,249980,6648852,34564,485512,60.002,338.012,0,0
16-12 17:18:44,0,0,99.499,0,0,249972,6648852,34572,485512,119.999,391.995,0,16.000
16-12 17:18:45,0,0.250,99.138,0,0,249972,6648852,34572,485512,59.932,345.608,0,0
16-12 17:18:46,0,0,99.107,0,0,249972,6648852,34572,485512,234.253,488.527,0,0
16-12 17:18:47,0.750,0,99.758,0,0,249972,6648852,34572,485512,60.005,338.027,0,0
16-12 17:18:48,0.250,0,99.249,0,0,249972,6648852,34572,485512,59.999,337.996,0,0
